workerid,age,gender,race,region,regionComments,verification_1,verification_2,stimulus1,stimulus2,speaker,sentence,intonation,context_condition,answer,certainty,comment
A1DCKRRPA4AWVD,age=4,gend=1,eth=3,PA Mid Atlantic USA,NO,Take these pills for a week.,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=5,Q2 sounds like I would hear someone say this exactly Q1 does not.
A1DCKRRPA4AWVD,age=4,gend=1,eth=3,PA Mid Atlantic USA,NO,Don't forget your lunch box.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,Q2 sounds like the candence I would hear if someone said this to me and Q1 just sounds wrong.
A1DCKRRPA4AWVD,age=4,gend=1,eth=3,PA Mid Atlantic USA,NO,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,Q1 sounds like the rhthym I would hear if someone wished me this.
A1DCKRRPA4AWVD,age=4,gend=1,eth=3,PA Mid Atlantic USA,NO,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=4,Q1 is asking someone to feed the cats and Q2 sounds more like a demand than a question.
A1DCKRRPA4AWVD,age=4,gend=1,eth=3,PA Mid Atlantic USA,NO,Do you have questions about your test results?,Yes I am leaving for CanCoun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=hlevel,response=1,Both do not sound the same as both are expressing different thoughts.
A2UNJZ0MRTWHXJ,age=3,gend=2,eth=3,northeast,,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=5,
A2UNJZ0MRTWHXJ,age=3,gend=2,eth=3,northeast,,take a cookie,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=hlevel,response=4,
A2UNJZ0MRTWHXJ,age=3,gend=2,eth=3,northeast,,have a nice trip,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A2UNJZ0MRTWHXJ,age=3,gend=2,eth=3,northeast,,yes i leave for cancun in a week.,do you have questions about your test results.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2UNJZ0MRTWHXJ,age=3,gend=2,eth=3,northeast,,okay go out and play,please dont have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2UNJZ0MRTWHXJ,age=3,gend=2,eth=3,northeast,,don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A2UNJZ0MRTWHXJ,age=3,gend=2,eth=3,northeast,,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=hlevel,response=5,
A2UNJZ0MRTWHXJ,age=3,gend=2,eth=3,northeast,,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=hlevel,response=4,
AXWVN91VGOL4X,age=1,gend=1,eth=3,southeast,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=4,
AXWVN91VGOL4X,age=1,gend=1,eth=3,southeast,,do you have questions about your test results,yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AXWVN91VGOL4X,age=1,gend=1,eth=3,southeast,,Have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=4,
AXWVN91VGOL4X,age=1,gend=1,eth=3,southeast,,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=3,
AXWVN91VGOL4X,age=1,gend=1,eth=3,southeast,,take these pills for a week,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=2,
AXWVN91VGOL4X,age=1,gend=1,eth=3,southeast,,please don't have broken another glass,okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
AXWVN91VGOL4X,age=1,gend=1,eth=3,southeast,,don't forget your lunchbox,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=4,
AXWVN91VGOL4X,age=1,gend=1,eth=3,southeast,,enjoy your dinner,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=3,
A3UV55HC87DO9C,age=1,gend=2,eth=3,NJ,,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=4,
A3UV55HC87DO9C,age=1,gend=2,eth=3,NJ,,Please don't have broken another glass.,Ok go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A3UV55HC87DO9C,age=1,gend=2,eth=3,NJ,,Avoid the highway.,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=hlevel,response=4,
A3UV55HC87DO9C,age=1,gend=2,eth=3,NJ,,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
A3UV55HC87DO9C,age=1,gend=2,eth=3,NJ,,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=4,
A3UV55HC87DO9C,age=1,gend=2,eth=3,NJ,,Enjoy the movie.,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
A3UV55HC87DO9C,age=1,gend=2,eth=3,NJ,,Do you have questions about your test results.,Yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=4,
A3UV55HC87DO9C,age=1,gend=2,eth=3,NJ,,Don't forget your lunch box.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A87D3K9YVKTQ7,age=2,gend=1,eth=3,Ohio,no,Oh please don't have broken another class,Okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,no
A87D3K9YVKTQ7,age=2,gend=1,eth=3,Ohio,no,Enjoy your dinner,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,no
A87D3K9YVKTQ7,age=2,gend=1,eth=3,Ohio,no,take these pills for a week,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=5,
A87D3K9YVKTQ7,age=2,gend=1,eth=3,Ohio,no,have fun at the part,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=2,
A87D3K9YVKTQ7,age=2,gend=1,eth=3,Ohio,no,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=lfall,response=4,
A87D3K9YVKTQ7,age=2,gend=1,eth=3,Ohio,no,don't forget your lunch box,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=lfall,response=5,
A87D3K9YVKTQ7,age=2,gend=1,eth=3,Ohio,no,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=3,
A87D3K9YVKTQ7,age=2,gend=1,eth=3,Ohio,no,yes I'm leaving for Cancun in a week,do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=4,
A2Z2OV7QGU10QN,age=1,gend=2,eth=3,Florida,Very interesting study.,Enjoy your dinner.,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=lfall,response=5,Very interesting.
A2Z2OV7QGU10QN,age=1,gend=2,eth=3,Florida,Very interesting study.,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A2Z2OV7QGU10QN,age=1,gend=2,eth=3,Florida,Very interesting study.,Do you have questions about your test results?,Yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2Z2OV7QGU10QN,age=1,gend=2,eth=3,Florida,Very interesting study.,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=lfall,response=5,
A2Z2OV7QGU10QN,age=1,gend=2,eth=3,Florida,Very interesting study.,Please don't have broken another glass.,Okay go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2Z2OV7QGU10QN,age=1,gend=2,eth=3,Florida,Very interesting study.,Don't forget your lunchbox.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,
A2Z2OV7QGU10QN,age=1,gend=2,eth=3,Florida,Very interesting study.,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=5,
A2Z2OV7QGU10QN,age=1,gend=2,eth=3,Florida,Very interesting study.,Take these pills for a week.,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=5,
A10BEKOBE9NKOD,age=1,gend=1,eth=3,West,,Good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=4,
A10BEKOBE9NKOD,age=1,gend=1,eth=3,West,,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A10BEKOBE9NKOD,age=1,gend=1,eth=3,West,,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A10BEKOBE9NKOD,age=1,gend=1,eth=3,West,,Ugh please don't have broken another glass,(sighs) okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A10BEKOBE9NKOD,age=1,gend=1,eth=3,West,,Hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=4,
A10BEKOBE9NKOD,age=1,gend=1,eth=3,West,,don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
A10BEKOBE9NKOD,age=1,gend=1,eth=3,West,,Do you have questions about your test results?,Yes I am leaving for Cancun in a week!,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A10BEKOBE9NKOD,age=1,gend=1,eth=3,West,,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
AJUH9J1I0UI7F,age=1,gend=2,eth=3,Southeast,,Enjoy the movie.,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
AJUH9J1I0UI7F,age=1,gend=2,eth=3,Southeast,,Do you have questions about your test results?,Yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AJUH9J1I0UI7F,age=1,gend=2,eth=3,Southeast,,Avoid the highway.,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=4,
AJUH9J1I0UI7F,age=1,gend=2,eth=3,Southeast,,Okay go out and play.,Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
AJUH9J1I0UI7F,age=1,gend=2,eth=3,Southeast,,Don't forget your lunch box.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
AJUH9J1I0UI7F,age=1,gend=2,eth=3,Southeast,,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=4,
AJUH9J1I0UI7F,age=1,gend=2,eth=3,Southeast,,Get well soon.,Get well soon.,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=4,
AJUH9J1I0UI7F,age=1,gend=2,eth=3,Southeast,,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=4,
A3N1Q4U7NFAXGY,age=2,gend=1,eth=3,Northeast,No,Please don't have broken another glass,Okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3N1Q4U7NFAXGY,age=2,gend=1,eth=3,Northeast,No,Good luck with the test,Good luck with the test,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=3,
A3N1Q4U7NFAXGY,age=2,gend=1,eth=3,Northeast,No,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A3N1Q4U7NFAXGY,age=2,gend=1,eth=3,Northeast,No,Don't forget your lunch box,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A3N1Q4U7NFAXGY,age=2,gend=1,eth=3,Northeast,No,Yes I am leaving for Cancun in a week,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3N1Q4U7NFAXGY,age=2,gend=1,eth=3,Northeast,No,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=4,
A3N1Q4U7NFAXGY,age=2,gend=1,eth=3,Northeast,No,Hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=4,
A3N1Q4U7NFAXGY,age=2,gend=1,eth=3,Northeast,No,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=4,
A2WLGVXAVT2XTR,age=5,gend=2,eth=4,South,No.,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,No.
A2WLGVXAVT2XTR,age=5,gend=2,eth=4,South,No.,Please don'tr have broken another glass.,Ok go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2WLGVXAVT2XTR,age=5,gend=2,eth=4,South,No.,Remember to feed the cats.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A2WLGVXAVT2XTR,age=5,gend=2,eth=4,South,No.,Don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
A2WLGVXAVT2XTR,age=5,gend=2,eth=4,South,No.,Good luck with the test.,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A2WLGVXAVT2XTR,age=5,gend=2,eth=4,South,No.,Yes I leave for Cancun in a week.,You have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2WLGVXAVT2XTR,age=5,gend=2,eth=4,South,No.,Hand in the assignment by noon.,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=5,
A2WLGVXAVT2XTR,age=5,gend=2,eth=4,South,No.,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A2VXIWQ7WRR962,age=1,gend=2,eth=1,Northeast,,Take a cookie.,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=3,
A2VXIWQ7WRR962,age=1,gend=2,eth=1,Northeast,,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=4,
A2VXIWQ7WRR962,age=1,gend=2,eth=1,Northeast,,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=hlevel,response=4,
A2VXIWQ7WRR962,age=1,gend=2,eth=1,Northeast,,Don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A2VXIWQ7WRR962,age=1,gend=2,eth=1,Northeast,,Yes I am leaving for Cancoon in a week.,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=4,
A2VXIWQ7WRR962,age=1,gend=2,eth=1,Northeast,,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=hlevel,response=4,
A2VXIWQ7WRR962,age=1,gend=2,eth=1,Northeast,,Have a nice trip,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=4,
A2VXIWQ7WRR962,age=1,gend=2,eth=1,Northeast,,Ok go out and play,Please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3SPB30JP5I3BW,age=4,gend=1,eth=3,northeast,no,unintelligible soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
A3SPB30JP5I3BW,age=4,gend=1,eth=3,northeast,no,dont forget your lunchbox ,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A3SPB30JP5I3BW,age=4,gend=1,eth=3,northeast,no,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=5,
A3SPB30JP5I3BW,age=4,gend=1,eth=3,northeast,no,please dont have broken another glass,okay. go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3SPB30JP5I3BW,age=4,gend=1,eth=3,northeast,no,do you have questions about your test results,yes. I leave for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3SPB30JP5I3BW,age=4,gend=1,eth=3,northeast,no,avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
A3SPB30JP5I3BW,age=4,gend=1,eth=3,northeast,no,enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=lfall,response=5,
A3SPB30JP5I3BW,age=4,gend=1,eth=3,northeast,no,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=5,
A3T7N805PVNEXN,age=1,gend=2,eth=1,California,,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=5,
A3T7N805PVNEXN,age=1,gend=2,eth=1,California,,don't forget your lunch box,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A3T7N805PVNEXN,age=1,gend=2,eth=1,California,,remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=3,
A3T7N805PVNEXN,age=1,gend=2,eth=1,California,,enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=3,
A3T7N805PVNEXN,age=1,gend=2,eth=1,California,,avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=4,
A3T7N805PVNEXN,age=1,gend=2,eth=1,California,,uh please don't have broken another glass,okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3T7N805PVNEXN,age=1,gend=2,eth=1,California,,do you have questions about your test results?,yes I am leaving for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3T7N805PVNEXN,age=1,gend=2,eth=1,California,,get well soon,get well soon,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
A23NPK89DDW5ZO,age=2,gend=1,eth=1,Mid Atlantic,none,Take these pills for a week.,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=5,none
A23NPK89DDW5ZO,age=2,gend=1,eth=1,Mid Atlantic,none,(sighs) Okay go out and play.,Ugh please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,none
A23NPK89DDW5ZO,age=2,gend=1,eth=1,Mid Atlantic,none,Do you have questions about your test results?,Yes I'm leaving for Cancun in a week!,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,none
A23NPK89DDW5ZO,age=2,gend=1,eth=1,Mid Atlantic,none,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=4,none
A23NPK89DDW5ZO,age=2,gend=1,eth=1,Mid Atlantic,none,Don't forget your lunchbox.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,none
A23NPK89DDW5ZO,age=2,gend=1,eth=1,Mid Atlantic,none,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=lfall,response=5,none
A23NPK89DDW5ZO,age=2,gend=1,eth=1,Mid Atlantic,none,Remember to feed the cats!,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=5,none
A23NPK89DDW5ZO,age=2,gend=1,eth=1,Mid Atlantic,none,Enjoy your dinner.,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,none
A11B7CMZY50YVM,age=4,gend=1,eth=3,southwest,,Get well soon ,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=lfall,response=4,
A11B7CMZY50YVM,age=4,gend=1,eth=3,southwest,,Have fun at the party ,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A11B7CMZY50YVM,age=4,gend=1,eth=3,southwest,,(sigh) Okay go out and play ,Oh please don't have broken another glass ,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A11B7CMZY50YVM,age=4,gend=1,eth=3,southwest,,Good luck with the test ,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A11B7CMZY50YVM,age=4,gend=1,eth=3,southwest,,hand in the assignment by noon ,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=5,
A11B7CMZY50YVM,age=4,gend=1,eth=3,southwest,,Yes Im leaving for Cancun in a week ,Do you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A11B7CMZY50YVM,age=4,gend=1,eth=3,southwest,,remember to feed the cats ,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=4,
A11B7CMZY50YVM,age=4,gend=1,eth=3,southwest,,Don't forget your lunch box,id ,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
A2S6QOCFC3EAYH,age=3,gend=2,eth=1,wisconsin,,don't forget your lunch box,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,
A2S6QOCFC3EAYH,age=3,gend=2,eth=1,wisconsin,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=3,
A2S6QOCFC3EAYH,age=3,gend=2,eth=1,wisconsin,,o.k. go out and play,please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2S6QOCFC3EAYH,age=3,gend=2,eth=1,wisconsin,,enjoy your dinner,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=4,
A2S6QOCFC3EAYH,age=3,gend=2,eth=1,wisconsin,,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=lfall,response=5,
A2S6QOCFC3EAYH,age=3,gend=2,eth=1,wisconsin,,take these pills for a week,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=hlevel,response=3,
A2S6QOCFC3EAYH,age=3,gend=2,eth=1,wisconsin,,yes i leave for cancun in a week,do you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2S6QOCFC3EAYH,age=3,gend=2,eth=1,wisconsin,,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A2PA12JNHWV62S,age=2,gend=2,eth=2,Virginia,,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A2PA12JNHWV62S,age=2,gend=2,eth=2,Virginia,,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=4,
A2PA12JNHWV62S,age=2,gend=2,eth=2,Virginia,,Do you have questions about your test results?,Yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2PA12JNHWV62S,age=2,gend=2,eth=2,Virginia,,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=4,
A2PA12JNHWV62S,age=2,gend=2,eth=2,Virginia,,Good luck with the test!,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=4,
A2PA12JNHWV62S,age=2,gend=2,eth=2,Virginia,,Argh please don't have broken another glass.,Okay go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2PA12JNHWV62S,age=2,gend=2,eth=2,Virginia,,Don't forget your lunch box.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
A2PA12JNHWV62S,age=2,gend=2,eth=2,Virginia,,Hand in the assignment by noon.,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=4,
A1X0E744MFI5WQ,age=1,gend=2,eth=3,Midwest,,Don't forget your lunchbox.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=4,
A1X0E744MFI5WQ,age=1,gend=2,eth=3,Midwest,,ugh please don't have broken another glass,Okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1X0E744MFI5WQ,age=1,gend=2,eth=3,Midwest,,Remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=3,
A1X0E744MFI5WQ,age=1,gend=2,eth=3,Midwest,,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A1X0E744MFI5WQ,age=1,gend=2,eth=3,Midwest,,Do you have questions about your test results?,Yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1X0E744MFI5WQ,age=1,gend=2,eth=3,Midwest,,Get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=5,
A1X0E744MFI5WQ,age=1,gend=2,eth=3,Midwest,,Enjoy your dinner.,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,
A1X0E744MFI5WQ,age=1,gend=2,eth=3,Midwest,,Take these pills for a week,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=2,
